city,property_condition,building_size_m2,certificate,electricity_power,district,bathrooms,building_age,description,floor_count,carports,bedrooms,title,price_in_rp,land_size_m2,location,url
Jakarta Utara,,234 m²,SHM,3500 Watt,Kelapa Gading,3,,"Rumah Dijual Jakarta Utara Dijual Cepat Rumah Bangunan Baru 2,5 Lantai Di Janur Asri Kelapa Gading Jakarta Utara

Luas tanah 102 m2
Luas bangunan 234 m2
Dimensi 6m x 17m
Kamar tidur 4
Kamar mandi 3
Air PAM dan Jet Pump
Listrik 3500 Watt token
Hadap utara
Carport 1 mbl
Row jalan 2 mbl
SHM

Lantai 3 ada Roof Top terbuka bisa untuk bersantai, barbeque.
Security 24 Jam
Rumah Bebas Banjir.
SHM, Posisi Strategis, Dekat ke MKG, Dekat Taipei School bisa jalan kaki, Dekat Sekolah BPK Penabur, Dekat Sekolah SIS, Dekat Pasar.
Dekat dengan Pusat Bisnis dan Keramaian

Harga Rp 3,2 M nego",,,4,"RUMAH BANGUNAN BARU 2,5 LANTAI DI JANUR ASRI KELAPA GADING JAKARTA UTARA","Rp 3,2 Miliar",102 m²,"Kelapa Gading, Jakarta Utara",https://www.rumah123.com/properti/jakarta-utara/hos17953494/
Tangerang,Bagus,55 m²,Lainnya,2200 Watt,BSD,2,,"Perumahan Cikoleang Hill
Rumpin - Kabupaten Bogor

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Hanya PPJB/PJB/KJB
LT 50
LB 55
2 Lantai
2 Kamar Tidur
2 Kamar Mandi
Listrik 2200 VA
Sumber Air PDAM
Hadap Selatan

Fasilitas Sekitar Hunian:
2 Menit ke SMA ANNAJAH
5 Menit ke SMPN 2 Rumpin
7 Menit ke SD NEGERI RAHAYU SURADITA
9 Menit ke SD Negeri Tamansari 01
10 Menit ke SMP Negeri 3 Cisauk
10 Menit ke SMAN 28 Kabupaten Tangerang
15 Menit ke SMP DEWANTARA
15 Menit ke SMAN 1 Gunungsindur

7 Menit ke Pasar Cicangkal
20 Menit ke Pasar Modern Intermoda BSD City
25 Menit ke AEON Mall BSD City
25 Menit ke The Breeze BSD City
30 Menit ke ITC BSD Cityawangan
35 Menit ke Mall Paradise Walk Serpong

5 Menit ke Klinik Mata Utama Rumpin
7 Menit ke Rumah Sakit Selaras
20 Menit ke RS PENA 98
25 Menit ke Puskesmas Rumpin
40 Menit ke UPTD Puskesmas Cimanggis

15 Menit ke Stasiun Cisauk
20 Menit ke Gerbang Tol BSD Barat 1
20 Menit ke Stasiun Cicayur
20 Menit ke Terminal Intermoda BSD
25 Menit ke Stasiun serpong
30 Menit ke Terminal Parung Panjang
30 Menit ke Gerbang Tol Legok


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2,,2,Rumah Hadap Selatan 2 Lt Siap KPR 15 Menit ke Stasiun Cisauk  J27033,Rp 570 Juta,50 m²,"BSD, Tangerang",https://www.rumah123.com/properti/tangerang/hos39328918/
Tangerang,Bagus,190 m²,SHM,Lainnya,BSD,3,,"Cluster Pinehill
SERPONG - KOTA TANGERANG SELATAN

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.
 
SHM
LT 125
LB 190
2 Lantai
5 Kamar Tidur
3 Kamar Mandi
Sumber Air Tanah
Hadap Barat Laut

Fasilitas Sekitar Hunian:
2 Menit ke Sekolah Dasar Negeri Ciater 3
3 Menit ke Sekolah Dasar Negeri Ciater 1
3 Menit ke SMP Negeri 19 Kota Tangerang Selatan
6 Menit ke SDN Ciater 2
6 Menit ke SD Islam Arrasyid BSD
8 Menit ke SMP NEGERI 7 KOTA TANGERANG SELATAN
10 Menit ke SMA ISLAM SINAR CENDEKIA

15 Menit ke Plaza Cordoba

6 Menit ke Puskesmas Ciater
6 Menit ke UPTD Puskesmas Ciater
7 Menit ke Upt Puskesmas Rawa Buntu
9 Menit ke RS Permata Dalima Serpong
10 Menit ke RSU Hermina Serpong
10 Menit ke Puskesmas Pondok Benda

9 Menit ke Stasiun Rawa Buntu
9 Menit ke Terminal BSD
10 Menit ke Stasiun serpong
10 Menit ke Gerbang Tol Serpong 6
10 Menit ke Gerbang Tol Serpong 2
25 Menit ke Gerbang Tol Serpong 3
25 Menit ke Gerbang Tol Serpong 7


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2,,5,Rumah LB 190 Siap Huni 9 Menit ke Stasiun Rawa Buntu Bisa KPR J24466,"Rp 1,77 Miliar",125 m²,"BSD, Tangerang",https://www.rumah123.com/properti/tangerang/hos38966964/
Tangerang,Bagus,256 m²,SHM,Lainnya,Gading Serpong,3,,"Dijual rumah Flaminggo The Springs Gading Serpong
Sudah Renov jadi 2.5 Lantai
Luas 128 (8x16)
Lb full renovasi
KT 3+1
KM 3+1 
Furnish Interior
Kamar Mandi ada Jacuzzi
Timur
Jual 4.7M nego

HLN",2,2,3,Jual Cepat Rumah Cantik Siap Huni Di Flaminggo,"Rp 4,7 Miliar",128 m²,"Gading Serpong, Tangerang",https://www.rumah123.com/properti/tangerang/hos39393190/
Tangerang,Bagus,120 m²,SHM,2200 Watt,BSD City,2,,"Jl. H. Som
Pondok Aren - Kota Tangerang Selatan

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 190
LB 120
1 Lantai
3 Kamar Tidur
2 Kamar Mandi
Listrik 2200 VA
Sumber Air Tanah
Hadap Barat

Fasilitas Sekitar Hunian:
5 Menit ke SDN Pondok Pucung 01
5 Menit ke SDN Pondok Pucung 03
6 Menit ke SD Islam Terpadu Auliya
10 Menit ke SMPN 12 Kota Tangerang Selatan
15 Menit ke SMAN 11 Tangerang Selatan

6 Menit ke Pasar Modern Emerald Bintaro
8 Menit ke Mall Living Plaza Bintaro
8 Menit ke Transpark Mall Bintaro
9 Menit ke Pasar Modern Bintaro
10 Menit ke Pasar Ceger

6 Menit ke RS Pondok Indah - Bintaro Jaya
7 Menit ke RS Avisena
8 Menit ke RS Premier Bintaro
9 Menit ke RSIA Bina Medika Bintaro
9 Menit ke RS Ichsan Medical Center Bintaro

8 Menit ke Gerbang Tol Parigi
10 Menit ke Gerbang Tol Pondok Aren 2
10 Menit ke Gerbang Tol Bintaro Viaduct
10 Menit ke Stasiun Sudimara
20 Menit ke Terminal Ciledug

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,3,Rumah Luas SHM Strategis 15 Mnt ke BSD Plaza Dibantu KPR J27489,"Rp 1,66 Miliar",190 m²,"BSD City, Tangerang",https://www.rumah123.com/properti/tangerang/hos39332099/
Jakarta Utara,Bagus,140 m²,PPJB,Lainnya,Pantai Indah Kapuk 2,3,,"- luas tanah brpxbrp : 6x15
- luas bangunan lt 90
- brp lantai 2 
- jmlh kmr tidur 3+1
- kamar utama 1 kamar anak 2 kamar pebantu 1+ kamar mandi
2.8M  NEGOOOOO TERMURAH 

FLOREN REGINA
081220092xxx",2,2,3,Termurahh 6x15 Rumah Pik2 Pik Paling Good Deal,"Rp 2,8 Miliar",90 m²,"Pantai Indah Kapuk 2, Jakarta Utara",https://www.rumah123.com/properti/jakarta-utara/hos39205898/
Tangerang,Bagus,36 m²,Lainnya,1300 Watt,BSD City,1,,"Serpong Garden 1 Cluster Green Harmony
Cisauk - Kabupaten Tangerang

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Hanya PPJB/PJB/KJB
LT 72
LB 36
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Listrik 1300 VA
Sumber Air PDAM
Hadap Barat

Fasilitas Sekitar Hunian:
4 Menit ke SMAN 28 Tangerang
7 Menit ke SDN Sampora 02
9 Menit ke SDN Sampora 01
10 Menit ke SDN Keranggan
10 Menit ke SMPN 03 Cisauk

15 Menit ke Mall AEON BSD City
15 Menit ke Pasar Modern Intermoda BSD City
15 Menit ke Pasar Tradisional Tumaritis
20 Menit ke Pasar Serpong
25 Menit ke Mall Paradise Walk Serpong

8 Menit ke Puskesmas Cisauk
8 Menit ke RS Selaras
10 Menit ke UPT Puskesmas Keranggan
20 Menit ke RS Hermina Serpong
20 Menit ke RS Eka

8 Menit ke Stasiun Cisauk
10 Menit ke Gerbang Tol BSD Barat 1
15 Menit ke Gerbang Tol BSD Timur 1
20 Menit ke Gerbang Tol Serpong 2
20 Menit ke Halte Transjakarta BSD Plaza 2

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,2,Rumah 15 Menit ke Mall AEON BSD City Siap Huni Dibantu KPR J21917,Rp 760 Juta,72 m²,"BSD City, Tangerang",https://www.rumah123.com/properti/tangerang/hos39311128/
Tangerang Selatan,Bagus,145 m²,SHM,2200 Watt,Bintaro,2,,"Komplek Villa Gunung Lestari
CIPUTAT - KOTA TANGERANG SELATAN

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.
 
SHM
LT 135
LB 145
2 Lantai
4 Kamar Tidur
2 Kamar Mandi
Listrik 2200 VA
Sumber Air Tanah
Hadap Barat Daya

Fasilitas Sekitar Hunian:
4 Menit ke Sekolah Dasar Negeri Jombang 02
4 Menit ke SMP Paramarta Cinta Bangsa
7 Menit ke SD Negeri Serua 02
10 Menit ke SMP Negeri 6 Tangerang Selatan
10 Menit ke SMA Negeri 9 Kota Tangerang Selatan

7 Menit ke Pasar Jombang
8 Menit ke Pasar Bukit Nusa Indah

8 Menit ke Rumah Sakit Pelni
9 Menit ke Puskesmas Jombang
10 Menit ke Puskesmas Situ Gintung
10 Menit ke Puskesmas Serua

15 Menit ke Gerbang Tol Serpong 5
15 Menit ke Gerbang Tol Serpong 1
20 Menit ke Gerbang Tol Serpong 6
20 Menit ke Terminal BSD
25 Menit ke Gerbang Tol Serpong 4
25 Menit ke Gerbang Tol Serpong 7


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2,,4,Rumah Asri Terawat Dekat Bintaro 15 Menit ke Gerbang Tol Siap Huni J23915,"Rp 1,99 Miliar",135 m²,"Bintaro, Tangerang Selatan",https://www.rumah123.com/properti/tangerang-selatan/hos38966866/
Tangerang,Bagus,29 m²,SHM,1300 Watt,Tangerang Kota,1,,"Perumahan Permata Tangerang
Pasar Kemis - Kabupaten Tangerang

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 127
LB 29
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Listrik 1300 VA
Sumber Air PDAM
Hadap Barat

Fasilitas Sekitar Hunian:
5 menit ke SMAN 15 kota tangerang
7 menit ke Sekolah Dasar Harapan Bangsa
10 menit ke SMA Maria Mediatrix
10 menit ke SMAN 15 Kota Tangerang
10 menit ke SMP NEGERI 31 KOTA TANGERANG
10 menit ke SMP Negeri 1 Pasarkemis
15 menit ke SD Negeri Gebang Raya
15 menit ke SD Negeri Jati 5
15 menit ke SD Islam Daarul huda

7 menit ke Pasar Kutabumi
9 menit ke Pasar Sangiang
10 menit ke CitiPlaza Kutabumi
10 menit ke Pasar Tradisional Tangerang Elok Pakem

7 menit ke Puskesmas Gembor
9 menit ke Puskesmas Kutabumi
10 menit ke RSIA Bunda Sejahtera
10 menit ke RSUD Asholihin
15 menit ke Rumah Sakit Sari Asih Sangiang
15 menit ke RS Hermina Periuk Kota Tangerang

20 menit ke Terminal Cimone Utara
25 menit ke Terminal Cimone Selatan
25 menit ke Stasiun Tangerang
30 menit ke Gerbang Tol Karawaci 4
30 menit ke Stasiun Tanahtinggi
35 menit ke Gerbang Tol Karawaci 2
35 menit ke Gerbang Tol Karawaci 3

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,2,Rumah LT 127 Terawat Akses Dekat Stasiun Tangerang Dibantu KPR J-28468,Rp 670 Juta,127 m²,"Tangerang Kota, Tangerang",https://www.rumah123.com/properti/tangerang/hos39330206/
Tangerang Selatan,Bagus,250 m²,SHM,2200 Watt,Bintaro,2,,"Komplek DPR Bintaro Sektor 2
CIPUTAT TIMUR - KOTA TANGERANG SELATAN

SHM
LT 180
LB 250
2 Lantai
5 Kamar Tidur
2 Kamar Mandi
Listrik 2200 VA
Sumber Air Tanah
Hadap Barat

Fasilitas Sekitar Hunian:
5 menit ke SMPN 10 TangSel
6 menit ke SMAN 4 Kota Tangerang Selatan
7 menit ke SMP Sabiluna
7 menit ke Sekolah Dasar Negeri Rempoa 3
7 menit ke Sekolah Dasar Negeri Rengas
8 menit ke SD & SMP Pembangunan Jaya
10 menit ke SD Negeri 02 Pondok Ranji
10 menit ke SMA NEGERI 87 Jakarta

5 menit ke Pasar Tradisional Pondok Ranji
9 menit ke Bintaro Plaza

4 menit ke Puskesmas Rengas
5 menit ke Rumah Sakit Umum Helsa Ciputat
6 menit ke RSPJ Pertamedika Bintaro
9 menit ke Rumah Sakit Mitra Keluarga Bintaro
10 menit ke Puskesmas Pondok Ranji
10 menit ke Puskesmas Pondok Betung
15 menit ke UPT Puskesmas Ciputat Timur

7 menit ke Gerbang Tol Bintaro Viaduct
10 menit ke Gerbang Tol Pondok Ranji
15 menit ke Gerbang Tol Veteran
15 menit ke Gerbang Tol Serpong 5
20 menit ke Terminal Lebak Bulus
20 menit ke Terminal Pondok Pinang

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2,,5,Rumah Luas Hook 9 Menit ke RS Mitra Keluarga Bintaro Sudah Renov J20557,"Rp 2,86 Miliar",180 m²,"Bintaro, Tangerang Selatan",https://www.rumah123.com/properti/tangerang-selatan/hos38948889/
Tangerang,Bagus,36 m²,SHM,1300 Watt,BSD City,1,,"Cluster Lavender Tangerang
CISAUK - KABUPATEN TANGERANG

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 60
LB 36
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Listrik 1300 VA
Sumber Air Tanah
Hadap Timur

Fasilitas Sekitar Hunian:
4 Menit ke SD Negeri Rahayu Suradita
5 Menit ke SD Zakaria
6 Menit ke SMP AL-Barkah
6 Menit ke SMAN 28 Kabupaten Tangerang
7 Menit ke SDN Cibogo
8 Menit ke SMP Negeri 3 Cisauk
10 Menit ke SMAN 2 Kota Tangerang Selatan

15 Menit ke AEON Mall BSD City
20 Menit ke The Breeze BSD City
25 Menit ke ITC BSD City
30 Menit ke Mall Paradise Walk Serpong
30 Menit ke Living World Alam Sutera

4 Menit ke Rumah Sakit Selaras
9 Menit ke Puskesmas Suradita
10 Menit ke Puskesmas Cisauk
20 Menit ke Puskesmas Pagedangan
25 Menit ke Eka Hospital
25 Menit ke RSU Hermina Serpong

10 Menit ke Gerbang Tol BSD Barat 1
10 Menit ke Stasiun Cisauk
20 Menit ke Stasiun Serpong
25 Menit ke Terminal BSD
25 Menit ke Gerbang Tol Legok
30 Menit ke Gerbang Tol BSD Timur 2
30 Menit ke Gerbang Tol Serpong 3


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,2,Rumah SHM 1 Lantai 10 Menit ke Stasiun Cisauk Bisa KPR Hadap Timur J-30363,Rp 500 Juta,60 m²,"BSD City, Tangerang",https://www.rumah123.com/properti/tangerang/hos38949630/
Tangerang,Bagus,300 m²,SHM,10600 Watt,Gading Serpong,4,,"Alam Sutera Harmoni
Serpong Utara, Tangerang Selatan, Banten

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.
 
SHM
LT 240
LB 300
2 Lantai
4 Kamar Tidur
1 Kamar Pembantu
4 Kamar Mandi
Listrik 10600 VA
Sumber Air PDAM
Hadap Selatan

Fasilitas Sekitar Hunian:
4 Menit ke SD Negeri Pondok Jagung 05
9 Menit ke Sekolah Dasar Negeri Pondok Jagung 2
10 Menit ke SDN Pondok Jagung 01
10 Menit ke SMP Pustek Serpong
10 Menit ke SMAN 7 Kota Tangerang Selatan
15 Menit ke SMP Strada Bhakti Nusa

5 Menit ke Living World Alam Sutera
10 Menit ke Pasar Segar Graha Raya Bintaro

7 Menit ke RS EMC Alam Sutera
8 Menit ke Rumah Sehat Ikhlas
10 Menit ke RS Islam Asshobirin
10 Menit ke Puskesmas Pondok Jagung
10 Menit ke Puskesmas Paku Alam

10 Menit ke Terminal Serpong Park
10 Menit ke Gerbang Tol Jelupang
15 Menit ke Gerbang Tol Parigi
15 Menit ke Gerbang Tol Kunciran 4
25 Menit ke Gerbang Tol Kunciran 1
25 Menit ke Stasiun Serpong

Hubungi kami untuk konsultasi dan survei rumah impianmu!",2,,4,Rumah Hadap Selatan LT 240 Harga Nego 5 Menit ke Living World Alam Sutera J24303,"Rp 4,42 Miliar",240 m²,"Gading Serpong, Tangerang",https://www.rumah123.com/properti/tangerang/hos18068619/
Jakarta Utara,Bagus,500 m²,SHM,7700 Watt,Pantai Indah Kapuk,4,,"Jual Murah
Rumah Pantai Indah Kapuk
BGM - Akasia Golf
2.5 Lantai
Luas Tanah : 230m2
Luas Bangunan : +/- 400m2
Kamar Tidur : 4+1
Kamar Mandi : 4+1
PPJB bisa SHM

Spesialis Pantai Indah Kapuk

More Info :
Richard Infinite
0812 9119 6xxx",2,1,4,Termurah Rumah Bgm Pik Akasia Golf 230m2 [10x23],"Rp 8,6 Miliar",230 m²,"Pantai Indah Kapuk, Jakarta Utara",https://www.rumah123.com/properti/jakarta-utara/hos38843093/
Jakarta Utara,Bagus,490 m²,SHM,Lainnya,Pantai Indah Kapuk,6,,"100% KONDISI BARU, FREE AC 2PK + INSTALASI
FREE GORDEN
FREE 2 BUAH TOREN

Rumah Premium View Golf dan Laut

Cluster Chopin Boulevard Golf Island
Luas Bangunan 490m2
Luas Tanah 343m2
Ukuran 10 x 34,3m
Bangunan 3 lantai
5 Kamar Tidur
6 Kamar Mandi
Type CATALYA
PLUS LIFT.

Harga 18 Milyar

Hubungi

Eddy Lim



cgp",3,2,5,Rumah Cluster Chopin View Golf Laut Plus Lift 3 Lantai 10x34,Rp 18 Miliar,343 m²,"Pantai Indah Kapuk, Jakarta Utara",https://www.rumah123.com/properti/jakarta-utara/hos39270818/
Tangerang Selatan,Bagus,55 m²,SHM,1300 Watt,Ciputat,1,,"Jalan Flamboyan Ciputat
Ciputat - Kota Tangerang Selatan

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 76
LB 55
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Listrik 1300 VA
Sumber Air Tanah
Hadap Selatan

Fasilitas Sekitar Hunian:
2 Menit ke Sekolah Dasar Islam Abu Dzar
2 Menit ke TK, SD, SMP, SMA ISLAM ADZKA BINTARO
3 Menit ke SMP Negeri 6 Tangerang Selatan
3 Menit ke SDN Jombang III
3 Menit ke SDN JOMBANG 03
5 Menit ke SD Islam Plus Al-Muhajirin
5 Menit ke SMA Negeri 11 Tangerang Selatan
9 Menit ke SMA Tunas Cendekia

4 Menit ke Pasar Jombang
10 Menit ke Pasar Bukit Nusa Indah
10 Menit ke Bintaro Jaya Xchange Mall
15 Menit ke Pasar Modern BSD City
15 Menit ke Pasar Mandiri Serua
15 Menit ke Transpark Mall Bintaro
20 Menit ke ITC BSD City
25 Menit ke The Breeze BSD City

4 Menit ke Puskesmas Jombang
5 Menit ke RS IMC Bintaro by Sari Asih Group
6 Menit ke Rumah Sakit Avisena
9 Menit ke RS Khusus Dharma Graha
10 Menit ke RS RIS Hospital BSD
10 Menit ke Upt Puskesmas Pondok Pucung
15 Menit ke Puskesmas Situ Gintung
15 Menit ke Puskesmas Serua
15 Menit ke RS Permata Dalima Serpong

5 Menit ke Stasiun Sudimara
15 Menit ke Gerbang Tol Serpong 1
15 Menit ke Gerbang Tol Serpong 5
15 Menit ke Gerbang Tol Serpong 6
15 Menit ke Gerbang Tol Serpong 2
15 Menit ke Stasiun Jurang Mangu
15 Menit ke Terminal BSD
20 Menit ke Stasiun Rawa Buntue
20 Menit ke Gerbang Tol Serpong 4


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,2,Rumah Hadap Selatan 10 Menit ke Bintaro Jaya Xchange Mall Dibantu KPR J9650,Rp 560 Juta,76 m²,"Ciputat, Tangerang Selatan",https://www.rumah123.com/properti/tangerang-selatan/hos39351372/
Jakarta Utara,Bagus,670 m²,SHM,Lainnya,Kelapa Gading,5,,"- RUMAH BESAR DI LINGKUNGAN TERBAIK DI KELAPA GADING
- RUMAH BERADA DI JALAN UTAMA
- JALAN BISA 4 MOBIL
- LUAS 415m 18X23 HUK
- 5+2 KT
-4+2 KM
- 2 GUDANG
- PLN 2300 watt
- ADA GAZEBO BER AC
- DIJAMIN PASTI SUKA
- SHM, IMB LENGKAP
- KPR DIBANTU

- HUB KAMI UNTUK SURVEY DAN KONSULTASI
- ARI GADING PRO KELAPA GADING

- TERIMA TITIP JUAL BELI PROPERTI AREA JAKARTA UTARA DAN PUSAT",3,3,6,"RUMAH BESAR, BGM, 3 LANTAI 415m, HUK DI JALAN UTAMA, CLUSTER TERBAIK DI KELAPA GADING","Rp 15,8 Miliar",415 m²,"Kelapa Gading, Jakarta Utara",https://www.rumah123.com/properti/jakarta-utara/hos19482318/
Surabaya,Bagus,115 m²,SHM,Lainnya,Wiyung,3,,"Dijual /  rumah di cluster serenade :

LT 50 LB 115
Rumah 3 lantai
Full Bangunan + Kanopi Beton
Full Furnished 
KT 4 KM 3
Dimensi 5x10
Listrik 3500 Watt
SHM
Hadap Selatan
Harga jual : 1.75M nego",3,1,4,Rumah Minimalis Di Royal Residen Wiyung Surabaya,"Rp 1,75 Miliar",50 m²,"Wiyung, Surabaya",https://www.rumah123.com/properti/surabaya/hos39011945/
Surabaya,Bagus,144 m²,SHM,Lainnya,Pakuwon City,2,,"ONLY BUYER

✅️ Akses masuk service area terpisah
✅️ Mini garden diblkg 
✅️ 5 AC
✅️ Semi Furnish

LT 8×18 (144m²)
LB 144m²
Listrik nya 4.400
3 KT
2 KM
Hadap Selatan
SHM

Harga 3M nego
ONLY BUYER

#CVKWX
Hubungi :
Michelle Liem
Propnex Boulevard
wa.me/6289541327xxx2",1,,3,Rumah Dijual Harga Dibawah Pasaran Palm Beach Pakuwon City,Rp 3 Miliar,144 m²,"Pakuwon City, Surabaya",https://www.rumah123.com/properti/surabaya/hos39360841/
Surabaya,Bagus,1000 m²,SHM,Lainnya,Citraland,4,,"Ada pool, lift, home theater, full perabot, arsitek by ferrel, kolam koi, selatan, shm",2,2,4,Paviliun golf citraland surabaya siap pakai,Rp 25 Miliar,789 m²,"Citraland, Surabaya",https://www.rumah123.com/properti/surabaya/hos17681125/
Tangerang Selatan,Bagus,60 m²,SHM,2200 Watt,Bintaro,2,,"Griya Loka BSD
Serpong - Kota Tangerang Selatan

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 140
LB 60
1 Lantai
3 Kamar Tidur
2 Kamar Mandi
Listrik 2200 VA
Sumber Air PDAM
Hadap Barat Daya

Fasilitas Sekitar Hunian:
10 menit ke SMA Negeri 12 Kota Tangerang Selatan
10 menit ke SMA PGRI 22 Serpong
15 menit ke Sekolah Menengah Pertama Binus Serpong
20 menit ke SMP Strada Bhakti Nusa
25 menit ke SD Negeri Pondok Jagung 05
25 menit ke Sekolah Dasar Negeri Pondok Jagung Timur
25 menit ke Sekolah Dasar Plus Ar-Rahmaniyah
25 menit ke SD Negeri Paku Alam I

10 menit ke ITC BSD
15 menit ke The Breeze BSD City
15 menit ke TUMARITIS Pasar Tradisional
15 menit ke Pasar Serpong Tangerang Selatan
20 menit ke Pasar Jombang

3 menit ke RS Permata Dalima Serpong
7 menit ke Puskesmas Rawa Mekar Jaya
9 menit ke Upt Puskesmas Rawa Buntu
9 menit ke RIS Hospital
10 menit ke Eka Hospital
10 menit ke Puskesmas Ciater

4 menit ke Terminal BSD
9 menit ke Stasiun Rawa Buntu
9 menit ke Gerbang Tol Serpong 2
15 menit ke Gerbang Tol Serpong 1
15 menit ke Gerbang Tol Parigi
15 menit ke Gerbang Tol Pondok Aren 2
15 menit ke Stasiun Jurang Mangu
20 menit ke Stasiun Serpong

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,3,Rumah LT 140 SHM Siap KPR 15 menit ke Gerbang Tol Pondok Aren 2 J27268,"Rp 2,09 Miliar",140 m²,"Bintaro, Tangerang Selatan",https://www.rumah123.com/properti/tangerang-selatan/hos39332072/
Tangerang Selatan,Bagus,99 m²,SHM,Lainnya,Serpong,2,,"Serpong City Paradise Cluster Rasamala
Setu - Kota Tangerang Selatan

SHM
LT 75
LB 99
2 Lantai
2 Kamar Tidur
2 Kamar Mandi
Listrik 2200 VA
Sumber Air Tanah
Hadap Selatan

Fasilitas sekitar hunian:
3 Menit ke SDN Babakan 01
10 Menit ke SDN Mulyasari
10 Menit ke SDN Setu
10 Menit ke SMAN 02 Tangerang Selatan
15 Menit ke SMPN 02 Gunung Sindur

6 Menit ke Mall Paradise Walk Serpong
15 Menit ke Mall Pamulang Square
20 Menit ke Pasar Pagi Pondok Benda
20 Menit ke Pasar Serpong
30 Menit ke Mall AEON BSD City

9 Menit ke RS Hermina Serpong
10 Menit ke UPT Puskesmas Setu Tangerang Selatan
10 Menit ke RSIA Vitalaya
15 Menit ke Puskesmas Gunung Sindur
15 Menit ke RS Buah Hati Pamulang

20 Menit ke Stasiun Serpong
25 Menit ke Gerbang Tol Pamulang
25 Menit ke Gerbang Tol Serpong 2
25 Menit ke Terminal BSD
25 Menit ke Halte Busway Ciputat
30 Menit ke Gerbang Tol Serpong 5

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2,,2,Rumah Idaman 6 Menit ke Mall Paradise Walk Serpong Dibantu KPR J15290,Rp 950 Juta,75 m²,"Serpong, Tangerang Selatan",https://www.rumah123.com/properti/tangerang-selatan/hos39278029/
