bathrooms,land_size_m2,building_age,electricity_power,district,location,description,city,certificate,url,bedrooms,property_condition,price_in_rp,building_size_m2,title,carports,floor_count
4,670 m²,,3500 Watt,Kuta Selatan,"Kuta Selatan, Badung","Luas Tanah 670m2
Luas Bangungan 450m2
Hadap Timur
Listrik 3500 watts
PDAM
Kamar Mandi 4
Kamar Tidur 4
Kolam Renang

Harga Sewa 400 Juta /Tahun
Minimal Sewa 2 Tahun",Badung,SHM,https://www.rumah123.com/properti/badung/hor18584483/,4,Renovasi Minimum,Rp 400 Juta/tahun,450 m²,Disewakan Villa Di Pecatu Bali,1,
3,100 m²,,2200 Watt,Buah Batu,"Buah Batu, Bandung","DISEWA RUMAH SEMIFURNISHED KOMPLEK CHERRY FIELD BUAHBATU

LT. 100
LB.135
2lt
KT.3+1
KM.3
Air PDAM + Jetpump
Carport 1
Listrik 2200W

Furnish:
R. Tamu (sofa meja + rak buku)
Dapur ( rak + kompor gas + oven + kulkas + microwave )
K. Anak (2 bed)
K. Utama (1bed queen size + meja + rak)

HARGA 75jt/th
Exclude IPL, PDAM


NVI TVS",Bandung,SHM,https://www.rumah123.com/properti/bandung/hor38892209/,3,Bagus,Rp 75 Juta/tahun,135 m²,RUMAH KEREN MINIMALIS MODERN SEMI FURNISHED SIAP HUNI DI CHERRY FIELD BANDUNG,1,2
3,200 m²,,Lainnya,Green Lake City,"Green Lake City, Jakarta Barat","Deskripsi
Green Lake City merupakan kawasan hunian terpadu persembahan salah satu pengembang terbesar di Indonesia, Agung Sedayu Group. Perumahan di Tangerang ini berupa proyek mixed-use dimana kawasan hunian dipadukan dengan fasilitas penunjang seperti area komersial yang terintegrasi di dalam kawasannya. Konsep kawasan hunian mixed-use seperti ini mempermudah Anda untuk menjangkau fasilitas komersial untuk memenuhi kebutuhan. Bagi Anda yang sedang mencari ruko untuk berbisnis, kawasan terpadu seperti ini juga sama-sama menguntungkan, karena memiliki pasar yang jelas, yakni warga di kawasan hunian tersebut.
 
Green Lake City berlokasi di kawasan barat Jakarta yang tumbuh dengan pesat, memberikan lokasi yang strategis untuk hunian maupun tempat usaha. Rancangan utama Green Lake City memanfaatkan pengelolaan air yang ada untuk menciptakan sebuah laguna cantik di pusat kawasannya. Laguna perumahan Jakarta Barat ini terhubung pula ke komunitas dan kawasan di sekitarnya, menyajikan kawasan hiburan dan rekreasi dengan konsep segar waterfront. Laguna Green Lake City merupakan area ritel dan kawasan komersial yang berpadu dengan pas dengan kawasan residensial.",Jakarta Barat,SHM,https://www.rumah123.com/properti/jakarta-barat/hor39420113/,3,Bagus,Rp 120 Juta/tahun,239 m²,Disewakan Rumah Full Bangunan 3lt Murahhh,,3
2,120 m²,,Lainnya,Lippo Cikarang,"Lippo Cikarang, Cikarang","Rumah cantik dan hommy, baru renovasi, kondisi siap masuk, aman, nyaman ,terang dan sirkulasi udara yang sangat baik sangat cocok buat expateiate",Cikarang,HGB,https://www.rumah123.com/properti/cikarang/hor39099338/,2,Sudah Renovasi,Rp 85 Juta/tahun,110 m²,Rumah Cantik.di.lippo.cikarang.disewakan.segera Rumah,3,1
4,410 m²,,23000 Watt,Cipete,"Cipete, Jakarta Selatan","*[FOR RENT ; CIPETE] : Modern  House at CIPETE Jakarta Selatan.*
_________________________________________ 

*SPESIFIKASI:* 

• Luas Tanah : 410 m²
• Luas Bangunan : 430 m²
• Kamar Tidur :  4
• Ruang Kerja : 1
• Ruang Tamu : 1
• Ruang Keluarga : 1
• Kamar Mandi:  4
• Dapur Bersih : 1
• Dapur Kotor : 1
• Kamar ART :  2
• Kamar Mandi ART : 1
• Garasi Mobil : 2.
__________________________________________ 

*FASILITAS:* 

• Wardrobe in Every Bedroom 
• Kitchen Set Cabinet 
• Private Swimming Pool
• Gas Stove & Oven
• Cooker Hood
• Refrigerator
• Listrik 23.000 WATT
• Water Filter
• Solar Water Heater.
__________________________________________
*HARGA:* 

• $ 4.800/mth (negotiable)
☆Showing Available : PIERE 08567155xxx",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor17508961/,4,Bagus,Rp 80 Juta per bulan,430 m²,For Rent Rumah 2 Lantai + Swimming Pool Di Cipete Jakarta Selatan,2,2
3,390 m²,,4400 Watt,Pajajaran,"Pajajaran, Bandung","DiJual Cepat
Rumah Sayap Pajajaran. 
Tengah Kota Masuk Mobil
luas 390 m2 lb ±300 kamar 4 +1 kamar mandi 3 +1 Carpot 1
Lmuka 13m2
Air Pdam
listrik 2 x 2200 watt
SHM
hrg 3.2 M Nego tipis
90 jt per thn

Hub:
Tinneke
 085793001xxx",Bandung,SHM,https://www.rumah123.com/properti/bandung/hor16822330/,4,Bagus,Rp 90 Juta per tahun,300 m²,Rumah Terawat Masuk Mobil di Sayap Pajajaran Bandung Tengah Kota,1,1
2,90 m²,,2200 Watt,Taman Kopo Indah,"Taman Kopo Indah, Bandung","Sewa Rumah Minimalis Siap Huni di Cluster Taman Kopo Indah 1 

One Gate System
Lt 90m2
Lb 72m2
Kt 3
km 2
Kamar Utama ada wc dalam 
Ada Kitchen Set + CookerHood
1bh AC 1 unit
Listrik 2200watt
Air Artesis

Harga sewa 
38jt/thn 
Prefer 2 thn 

YSW",Bandung,SHM,https://www.rumah123.com/properti/bandung/hor39403279/,3,Bagus,Rp 38 Juta/tahun,72 m²,Sewa Rumah Minimalis Siap Huni di Cluster Taman Kopo Indah 1,1,1
1,90 m²,,Lainnya,Cengkareng,"Cengkareng, Jakarta Barat","Cengkareng Indah
6x15
1 lantai
2 kamar tidur
bebas banjir",Jakarta Barat,SHM,https://www.rumah123.com/properti/jakarta-barat/hor39359810/,2,Bagus,Rp 45 Juta/tahun,90 m²,Cengkareng Indah Bebas Banjir Dan Rapih.,1,1
3,150 m²,,Lainnya,Kerobokan,"Kerobokan, Badung","CM816 Sewa villa bumbak umalas kerobokan kuta badung bali dekat canggu denpasar seminyak 
Terdapat:
- 2 kamar 
- lobby
- 3 AC 
- 3 kamar mandi
- sudah berisikan kolam berenang
- sower sudah air panas
- sudah tersedia dapur 
- full furniture 
Price 270 million/ year
- Luas bangunan
90m²
- Luas tanah 
1/5 Are

Villa full furniture",Badung,SHM,https://www.rumah123.com/properti/badung/hor39018901/,2,Bagus,Rp 270 Juta/tahun,90 m²,Cm816 Sewa Villa Bumbak Umalas Kerobokan Kuta Badung Bali Dekat Canggu Denpasar Seminyak,,1
2,108 m²,,1300 Watt,Antapani,"Antapani, Bandung","Disewakan rumah 2 Lantai, Full Furnished. di Antapani Bandung. 

Area strategis dekat sekolahan, dekat taman kota, pusat perbelanjaan, pusat kuliner, perkantoran, Rumah Sakit, klinik

Spesifikasi Unit :
LT : 108 M2
LB : 90 M2
KT : 3
KM : 2
Air : Arthesis Komplek
Listrik : 1300 Watt
Carport : 2 Mobil

Furnished :
- 1 Set Sofa 
- 1 Bed King Size 
- 1 Double Single Bed
- Meja Makan
- Cabinet TV
- Kitchen Set + Kompor 

Harga Sewa / Tahun : 55 Juta ( Nego ) 
Minimal Masa Sewa : 1 Tahun
Deposit : 3 Juta

akses : 
- Superindo
- Terminal Cicaheum
- Pasar Cicaheum
- Toserba Borma
- Klinik Utama Medika Antapani
- Sekolah Muhammadiyah Bandung
- RSIA Graha Bunda
- English Course ‘EF’
- Tempat bimbel Ganesha Operation
- SMPN 49 Bandung
- Sekolah Mutiara Bunda
- SMAN 23 Bandung
- SPBU Pertamina
- Kiara Artha Park 

Hubungi :
Elsa 
0821-3000-3xxx",Bandung,SHM,https://www.rumah123.com/properti/bandung/hor39173639/,3,Bagus,Rp 55 Juta/tahun,90 m²,Disewakan Rumah 2 Lantai Luas 108 M2. 3 Kamar Tidur Full Furnished Siap Huni. Di Antapani Bandung,2,2
2,980 m²,,6600 Watt,Bintaro,"Bintaro, Jakarta Selatan","Spesifikasi 
Luas tanah 980 m2 
Luas bangunan 415 m2
5 ruangan besar 
Lobby, meeting room, taman besar 
Parkir 10 mobil 

Harga : Rp 365 juta / tahun (Nego)",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor18778685/,5,Bagus,Rp 335 Juta per tahun,415 m²,Bintaro Permai Lt 980 M2 Cocok Untuk Bisnis Jalan Besar,3,1
4,635 m²,,16500 Watt,Menteng,"Menteng, Jakarta Pusat","Jl. Bondowoso, Menteng Jakarta Pusat 
LT 635 m LB 500 m Bedrooms 4 Bathrooms 4 Gudang 1 
Kt Art 2 Km 1 
Listrik 16.500 VA 
Pool 
Fully Furnished 
Harga $5750/month",Jakarta Pusat,SHM,https://www.rumah123.com/properti/jakarta-pusat/hor39067535/,4,Bagus,"Rp 1,1 Miliar/tahun",500 m²,Rumah Menteng Sewa Jl Bondowoso,2,2
3,150 m²,,5500 Watt,Tibubeneng,"Tibubeneng, Badung","Rumah 5 Tempat Tidur Lokasi Super Premium di Tibubeneng Canggu
                                                                                                                   Listing Code RM.009
Spesifikasi:
*Luas tanah 150 m2 (1,5 are)
*Luas bangunan 150 m2 (1,5 are)
*5 tempat tidur
*3 kamar dengan AC
*2 Kamar dengan fan
*3 kamar mandi
*Water heater
*Listrik 5500 watt
*Air sumur bor
*Harga sewa 115 juta/tahun minimum 2 tahun.
*Ingin mencari rumah sesuai spesifikasi anda, hubungi saya. Gratiss bro.

#sewarumahbali #rumahcanggu #rumahkutautara #sewarumahdenpasar #sewarumahbadung",Badung,SHM,https://www.rumah123.com/properti/badung/hor39167969/,5,Bagus,Rp 115 Juta/tahun,150 m²,Rumah 5 Tempat Tidur Lokasi Super Premium di Tibubeneng Canggu,1,2
1,120 m²,,Lainnya,Ungasan,"Ungasan, Badung","House detail :

2 bedrooms with AC
1 office room with AC (can be bedroom) provide desk and sofa bed
1 bathroom with water heater
close kitchen n livingroom
small space in the back
garage

rental fee :
monthly 10 mil include wifi, water bill, trash
yearly : 80 mil house only not include anything",Badung,SHM,https://www.rumah123.com/properti/badung/hor38961929/,3,Bagus,Rp 10 Juta/bulan,100 m²,3 Bedrooms Fully Furnished House For Rent At Bukit Goa Gong,1,1
6,380 m²,,Lainnya,Buah Batu,"Buah Batu, Bandung",Rumah Tinggal disewakan di jl Batu Permata Margacinta Bandung. siap huni. terdiri 3 Bangunan Baru. cocok untuk keluarga besar. Masing masing bangunan terdiri 3 Kamar Tidur. 2 Kamar Mandi. Carport 1 mobil. Listrik 1300 Watt. air simersibel. Halaman depan luas? pintu akses satu pintu. Harga sewa nego,Bandung,SHM,https://www.rumah123.com/properti/bandung/hor19246048/,9,Bagus,Rp 115 Juta/tahun,360 m²,Rumah Tinggal Terdiri 3 Bangunan Siap Huni,8,2
3,658 m²,,4400 Watt,Sayap Dago,"Sayap Dago, Bandung","REPOST 
*DIJUAL / SEWA RUMAH BELANDA TERAWAT SAYAP DAGO*

Heritage tipe C
L.Tanah :  658 m²
L.Bangunan :  600 m²
K.Tidur : 7 + 3
K.mandi : 3 + 1
Toilet : 2
Listrik : 4.400
Carport : 5
Garasi : 3
Hadap : Barat & Selatan
Hook
Air : PDAM
Sertifikat : SHM

Jual  23 M nego
Sewa 550 jt/ thn ( min sewa 3 tahun) 

DW",Bandung,SHM,https://www.rumah123.com/properti/bandung/hor39234860/,7,Bagus,Rp 550 Juta/tahun,600 m²,Sewa/ Jual Rumah Belanda (heritage) Sayap Dago,5,2
4,410 m²,,Lainnya,Cipete,"Cipete, Jakarta Selatan","#SLSCB250316

Rumah Disewakan Tipe 5 BR Semi Furnished Cipete, Jakarta Selatan

Design Tropical Semi furnished
North View
Luas Tanah 410 m2
Luas Bangunan 430 m2
2 Floors
Surat SHM, IMB
4 Bedrooms
4 Bathrooms
1 Study room
Ruang keluarga
Teras depan 
Taman depan belakang
Taman samping
Dapur bersih dapur kotor
Garasi 2 mobil
Carport 2 mobil
Swimming pool
Lokasi asri tenang
Tidak pernah banjir

Dekat Ke MRT
Dekat ke Mall
Dekat ke Antasari 
Dekat ke Tol Simatupang
Dekat French School

Harga Rp 74.000.000 / month
$.4.500/ month
(Minimum 1 year for rent)
CP Yuni : +62 82226892xxx",Jakarta Selatan,Lainnya,https://www.rumah123.com/properti/jakarta-selatan/hor19525054/,4,Bagus,Rp 74 Juta/bulan,430 m²,"Rumah Mewah Disewakan Tipe 4 BR Semi Furnished Cipete, Jakarta Selatan",,2
3,300 m²,,5500 Watt,Metland Menteng,"Metland Menteng, Jakarta Timur","Sewa


Cluster Teresta, Metland Menteng Hook 
Full furnished dengan perabot
Luas tanah : 300m2
Luas bangunan : 180m2
Kamar tidur : 4+1
Kamar mandi : 3
Listrik : 5500W
Hadap : barat & utara
Harga : 110jt/thn 
*MI",Jakarta Timur,SHM,https://www.rumah123.com/properti/jakarta-timur/hor19252565/,4,Bagus,Rp 110 Juta/tahun,180 m²,Rumah Full Furnished Cluster Metland Menteng Sewa Cepat Nego Sampai Jadi,2,1
2,60 m²,,Lainnya,TB Simatupang,"TB Simatupang, Jakarta Selatan","Disewakan rumah di Cluster 67 Kebagusan (Jalan Kebagusan Raya- Dekat TB Simatupang)

- Di dalam cluster, one gate system, security, cctv
- Lokasi strategis dekat CBD Simatupang
- Luas tanah 60m2, luas bangunan 
- 2 Kamar Tidur dan 2 Kamar Mandi, Ruang Keluarga dan Dapur
- Full furnished 
- Listrik 2200watt
- Sewa per tahun 70juta + deposit 10juta
- Ada IPL per bulan 660ribu (untuk keamanan dan kebersihan lingkungan)

* Deposit akan dikembalikan di akhir masa sewa jika tidak terdapat kerusakan",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor39255445/,2,Bagus,Rp 70 Juta/tahun,71 m²,"Rumah TB Simatupang, Jakarta Selatan Kontrakan Furnished Bagus",2,2
2,100 m²,,Lainnya,Pasar Minggu,"Pasar Minggu, Jakarta Selatan","DI SEWAKAN Rumah komplek sangat nyaman dan aman jalan lebar 3 mobil.
lokasi di jatipadang pejaten jaksel.

4 kamar tidur : 2 di lantai bawah, 2 di lantai atas.

2 Kamar mandi : 1 di lantai bawah, 1 di lantai atas.
1 Ruang tamu
1 Ruang keluarga
1 Ruang dapur.
1 Ruang cuci.
1 Ruang kosong terbuka di lantai atas.
1 AC ada di ruang tamu.
Listrik 3500 watt
Air tanah pompa. 
Luas 100 m2 ( 5m  x 20 m), dua lantai.
carport 1-2 mbl
Harga sewa 95 juta / tahun.",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor39232771/,4,Bagus,Rp 95 Juta/tahun,140 m²,Rumah.komplek Jatipadang Pejaten 4 Kmr 95jt/thn,2,2
3,350 m²,,Lainnya,Kebayoran Baru,"Kebayoran Baru, Jakarta Selatan","Rumah 2 lantai di Kebayoran Baru, Jakarta Selatan.

Disewakan rumah di wilayah yang nyaman dengan pemandangan Lokasi di Pusat Kota. Properti 2 lantai ini berada di lingkungan strategis.

Rinciannya adalah sebagai berikut:

  - Kamar Tidur: 5
  - Kamar Mandi: 3
  - Sertifikat: HGB - Hak Guna Bangunan
  - Kondisi Perabotan: Furnished

Tidak hanya itu, properti ini layak untuk anda dapatkan karena:

  - Full Furnished.
  - Siap Huni.
  - Bebas Banjir.
  - Dekat Pusat Perbelanjaan.
  - Dekat Sekolah Internasional.
  - Lokasi di Pusat Kota.
  - Lingkungan Tenang dan Damai.
  - Adem & Sejuk.
  - Lokasi Strategis.
  - Lokasi Bebas Banjir.
  - One Gate System.

Lokasi rumah ini strategis, hanya selangkah menuju berbagai fasilitas utama dan menarik.

Hanya Rp. 37.500.000, anda dapat langsung dapatkan rumah istimewa di daerah Kebayoran Baru ini.

Tersedia juga untuk rental period Yearly.",Jakarta Selatan,HGB,https://www.rumah123.com/properti/jakarta-selatan/hor39283580/,5,Bagus,Rp 450 Juta/tahun,350 m²,"Townhouse Darmawangsa Kebayoran Baru, One Gate System, House Ready For Living With Modern Fully Furnished",3,2
4,1000 m²,,Lainnya,Kemang,"Kemang, Jakarta Selatan","Good house and bright house near to AIS, many access to / from, Ampera, benda, Size of the land is 1000 sqm, building 600 sqm, 2 storey with 5 bedrooms, 4 bathrooms, 3 Maid rooms, swimming pool, and minimum rent 2 years with $ 3000 per month, well maintenance house, a good value to rent. 

please call me  for viewing this property or other alternative well maintenance house, a good value to rent

Thanks",Jakarta Selatan,Lainnya,https://www.rumah123.com/properti/jakarta-selatan/hor2109751/,5,,Rp 40 Juta/bulan,600 m²,Good and Bright House in Kemang,,
5,521 m²,,Lainnya,Pondok Indah,"Pondok Indah, Jakarta Selatan","For Rent rumah pondok indah 
Jalan lebar lokasi tenang

Luas Tanah  : 521 M2
Luas Bangunan : 450 M2
Electricity : 13,500 KVA
Land Certificate : SHM
Rooms: Living
Dining
Family
Kitchen
Service Kitchen
5 Bedrooms
Media Room
4 -1/2 Bathrooms
Pool
Hadap selatan 
Garage = 2 Cars
Carport = 2 Cars

Harga 450jt",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor39231965/,5,Bagus,Rp 450 Juta/tahun,450 m²,Disewakan Rumah Pondok Indah,2,2
2,150 m²,,2200 Watt,Tikala,"Tikala, Manado","Kompleks Perumahan, 
Graha Camar
Rumah termurah
Full Perabot
masuk hanya bawa koper, 

kamar 2 
kamar mandi 2
Teras, 
Ruang Tamu dan 
halaman belakang. 
posisi hook

harga sewa Rp 35 juta / tahun
nego sampai deal, 
Tlp WA",Manado,SHM,https://www.rumah123.com/properti/manado/hor39084053/,2,Bagus,Rp 35 Juta/tahun,85 m²,Disewakan Rumah Termurah Full Perabot Area Perumahan Masuk Hanya Bawa Koper,1,1
3,522 m²,,Lainnya,Pulomas,"Pulomas, Jakarta Timur","Disewakan rumah di Pulomas

Lt 522m²
lb 288m²
kt 3+1
km 2+1
garasi 2mobil
carport 2
4.400watt
210jt/thn",Jakarta Timur,SHM,https://www.rumah123.com/properti/jakarta-timur/hor19446291/,4,Bagus,Rp 210 Juta/tahun,288 m²,"Disewakan Rumah 1 Lantai, Rapi Bersih Luas Dan Nyaman Di Pulomas",2,1
4,850 m²,,Lainnya,Kemang,"Kemang, Jakarta Selatan","Comfortable and Beautiful in area Kemang for expatriat and others, the good location, hommie, safety area, close to shop, entertainment, school, and many fasilities in Kemang area maintenance house, have a good value to rent and for the price can be negotiable
		
For viewing and other information Please call me. Thank you",Jakarta Selatan,Lainnya,https://www.rumah123.com/properti/jakarta-selatan/hor9811633/,5,,"Rp 52,5 Juta per bulan",700 m²,Comfortable house in Kemang area &#34;price negotiable&#34;,,
4,350 m²,,Lainnya,Ampera,"Ampera, Jakarta Selatan","Located in Ampera, near Kemang, TB Simatupang, Cilandak, Cipete.
Close to school, shops, transport, and the outer ring road.
It has 4 bedrooms, and 4 bathrooms.
The price is USD 3000 per month (Negotiable), minimum 1 year rent.

For Further information please call Febe 0813 1122 9xxx 
Thanks",Jakarta Selatan,Lainnya,https://www.rumah123.com/properti/jakarta-selatan/hor4988105/,4,,"Rp 40,8 Juta per bulan",320 m²,Beautiful Townhouse  at Ampera,,
4,300 m²,,Lainnya,Golf Island,"Golf Island, Jakarta Utara","Disewakan

Rumah Cluster serenade , Golf Island PIK
Type mahogany 
Uk. 12x25 (LT : 300 m2) 
LB : 900 m2
KT : 4+1
KM : 4+1
Carport 4
Hadap Tenggara
( semi furnish ) 
Harga sewa 525 jt minimal sewa 2thn
Deposit 150jt

Welly Sanjaya
081286429xxx
Avenue Property",Jakarta Utara,Lainnya,https://www.rumah123.com/properti/jakarta-utara/hor39047799/,4,Bagus,Rp 525 Juta/tahun,900 m²,Sewa Rumah 12x25 Cluster Serenade Golf Island PIK,1,2
1,84 m²,,1300 Watt,Tidar,"Tidar, Malang","BU Disewakan Rumah 1 Lantai Furnish di The OZ Tidar Malang

Luas Tanah 84 m2
Luas Bangunan 46 m2
Kamar Tidur 2
Kamar Mandi 1
PDAM
Listrik 1300 watt
Hadap Selatan
SHM
Carpot 1

Harga Sewa 35 juta/tahun ➡️ 32 Juta/ tahun NEGO sampai Deal

- 5 Km dari Univ Machung 
- 4 Km dari Lai Lai Express
- 5 Km dari Univ Brawijaya Kampus 2 Dieng

Furnish :
Kasur queen 1
Kasur atas bawah 1
Ac
Lemari pakaian
Sofa
Mesin cuci 
Kompor
Dispenser
Water heater

HUbungi:
Levi
082122267xxx
Xavier Marks Premier",Malang,SHM,https://www.rumah123.com/properti/malang/hor39235737/,2,Bagus,Rp 32 Juta/tahun,46 m²,Rumah disewakan interior dengan furnished di the Oz Tidar Malang,1,1
3,120 m²,,Lainnya,Golf Island,"Golf Island, Jakarta Utara","Disewakan Rumah Golf Island PIK

Luas tanah 8x15
2 Lantai
3+1 Kamar Tidur
3+1 Kamar mandi
1 Carport
Include ac dan Gordyn

Harga cuma 140 juta/thn

Untuk info dan janji survey hubungi:
hendraQL - Lot Property
0816 1920 xxx",Jakarta Utara,PPJB,https://www.rumah123.com/properti/jakarta-utara/hor39021983/,3,Bagus,Rp 140 Juta/tahun,150 m²,Disewakan Cepat Rumah 8x15 Golf Island PIK  Include AC dan Gordyn,1,2
2,178 m²,,5500 Watt,Sambiroto,"Sambiroto, Semarang","- 1 km ke Unimus
- 1 km ke Primaya Hospital
- 2,5 km ke Pasar Kedungmundu
- 4,5 km ke tol Gayamsari
- 5 km ke Java Mall
- 6 km ke Transmart Majapahit
- 7 km ke Simpang Lima

Yuk mumpung masih ada. Terima kasih",Semarang,SHM,https://www.rumah123.com/properti/semarang/hor39269772/,4,Bagus,Rp 110 Juta/tahun,275 m²,"Rumah 2 Lantai Siap Pakai, Sudah Full Furnished. Tinggal Masuk",3,2
2,415 m²,,2200 Watt,Ngaglik,"Ngaglik, Sleman","Rumah For Rent Sleman KONDISI OK
AKSES JALAN SANGAT MUDAH
LINGKUNGAN NYAMAN DAN ASRI
DEKAT DENGAN FASILITAS UMUM DAN FASILITAS SOSIAL
-KESEHATAN KLINIK DAN RUMAH SAKIT
- DEKAT PENDIDIKAN SD-UNIVERSITAS
-DEKAT TEMPAT IBADAH
-DEKAT TAMAN BERMAIN
-DEKAT TEMPAT OLAHRAGA
-DEKAT TEMPAT PERBELANJAAN
-AREA PARKIR
-DEKAT KAFE DAN RESTORAN
FASILITAS UMUM:

BISNIS SEKITAR :
DEKAT MALL PAKUWON DAN JCM
DEKAT TOKO BANGUNAN
DEKAT PERKANTORAN
DEKET RS,
DEKAT MINIMARKET,
DEKAT ATM/ BANK,
DEKAT APOTIK
DEKAT SPBU
DEKAT PASAR TRADISONAL DAN MODERN",Sleman,SHM,https://www.rumah123.com/properti/sleman/hor38874982/,3,,Rp 90 Juta/tahun,240 m²,DISEWAKAN RUMAH HOOK LUAS PINGGIR JALAN DEKAT UGM NGAGLIK JOGJA DAERAH ISTIMEWA YOGYAKARTA,,1
2,135 m²,,6600 Watt,kertajaya,"kertajaya, Surabaya","DISEWAKAN CEPAT
JALAN RAYA KERTAJAYA
COCOK UNTUK TEMPAT USAHA
1)Lt.135 m2
2)Lb.270 m2
3)Dimensi 10,5x13,5 m2
4)3 Lantai 
5)6600 watt
6)Hadap Selatan
7)Surat Ijo
8)Harga sewa@250 jt/tahun",Surabaya,Lainnya,https://www.rumah123.com/properti/surabaya/hor17563614/,,Sudah Renovasi,Rp 250 Juta per tahun,270 m²,Disewakan jl raya kertajaya cocok untuk usaha di Kertajaya 3 Lantai,,3
4,160 m²,,Lainnya,Sunter,"Sunter, Jakarta Utara","Rumah sunter Di sewakan 
8x20 hadap utara
 kamar tidur 4 +1
 kamar mandi 4 
2 lt 
hrg 120 jt/thn Nego",Jakarta Utara,SHM,https://www.rumah123.com/properti/jakarta-utara/hor38955506/,5,Bagus,Rp 120 Juta/tahun,160 m²,Rumah Sewa Bagus Sunter Luas Siap Huni 4+1 Kamar Tidur 8x20 Hadap Utara Murah,,2
2,389 m²,,1300 Watt,Tegalsari,"Tegalsari, Surabaya","Berlokasi di  Jl. Comal No.27 Keputran, Kecamatan Tegalsari, Surabaya, Jawa Timur.
Lokasi strategis karena dekat dengan :
- Jalan utama
- Rumah Sakit Darmo
- Taman Bungkul Wisata Kebun Binatang Surabaya
- Restoran
- Pusat Perbelanjaan
- Hotel
- Stasiun Wonokromo

Lokasi berpotensi digunakan untuk :
- Kantor
- Workshop
- Perdagangan dan Jasa
- Food & Beverage
- Klinik Kecantikan & Kesehatan",Surabaya,HGB,https://www.rumah123.com/properti/surabaya/hor18744146/,2,Bagus,Rp 160 Juta/tahun,305 m²,"Sewa Bangunan Strategis Di Jalan Comal, Surabaya Cocok untuk Cafe / Kantor",,2
3,135 m²,,Lainnya,Rawamangun,"Rawamangun, Jakarta Timur","Disewakan Rumah di Rawamangun Pulo asem Jakarta Timur

Spesifikasi
Luas Tanah : 135 mtr
Bangunan 1.5 lantai
Kamar Tidur 3+1
Kamar Mandi 2+1
Dapur basah
Dapur kering
Ruang tamu
Carport mobil
Taman depan
Akses 2 jalur mobil

Harga 72 jt per thn nego. Deposit 5 jt
*alex",Jakarta Timur,SHM,https://www.rumah123.com/properti/jakarta-timur/hor38961906/,4,Bagus,Rp 72 Juta/tahun,148 m²,Disewakan Rumah Di Rawamangun Siap Huni,1,2
4,180 m²,,5500 Watt,Surabaya Kota,"Surabaya Kota, Surabaya","Di jual / Disewakan Rumah 2 Lt Baru Renovasi Jl Dukuh Kupang Timur 

Luas tanah 9x20 : 180m2
Luas bangunan 255 M2
Kamar tidur 3+1
Kamar mandi dan WC 4+1
Garasi 1 mobil 
Garasi carport 2 mobil 
PDAM
Listrik: 5500
Sertifikat: SHGB 30 thn
Harga
- Sewa : 100 jt/ thn min 2 thn
- Jual: 2,7M

Ada waterhiter pemanas air semua kamar mandi 
Ada AC 3 unit 
Pompa air 2 unit 
Tandon atas bawah",Surabaya,HGB,https://www.rumah123.com/properti/surabaya/hor19265624/,3,Bagus,Rp 100 Juta/tahun,255 m²,Disewakan Rumah Mewah 2 Lt Baru Renovasi Daerah Dukuh Kupang,3,2
2,45 m²,,2200 Watt,Pantai Indah Kapuk 2,"Pantai Indah Kapuk 2, Jakarta Utara","Di jual rumah pik 2 milenial 

4.5 x 10.m. 2 lantai 
2 kamar tidur  
2 kamar mandi 
Hadap selatan 
tinggal AJB

Harga: 30jt/tahun 


Hubungi | 联系人：
Vannez Cong
0859-5285-3xxx


#WD130625",Jakarta Utara,PPJB,https://www.rumah123.com/properti/jakarta-utara/hor39385769/,2,Bagus,Rp 30 Juta/tahun,54 m²,Rumah Pik 2 Milenial Minimalis Modern Harga Terjangkau,1,2
